SEQ,IDW,MIDW,W,ID,HV,HD,IC_BAR,MAX_IC,I_ORB,MAX_ORB,M1,M2,IC0,IC1,IC2,IC3,IC4,IC5,IC6,SIC0,SIC1,SIC2,SIC3,SIC4,SIC5,SIC6,CIC0,CIC1,CIC2,CIC3,CIC4,CIC5,CIC6,S0,S1,S2,S3,S4,S5,S6,SC3,SC4,SC5,SC6,SCY5,SCY6,SPC4,SPC5,SPC6,B0,B1,B2,B3,B4,B5,B6,BC3,BC4,BC5,BC6,BCY5,BCY6,BPC4,BPC5,BPC6,V0,V1,V2,V3,V4,V5,V6,VC3,VC4,VC5,VC6,VCY5,VCY6,VPC4,VPC5,VPC6,K0,K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,J,JB,JX,JY,EDH,ED,VOL,HOMO,HOMO1,LUMO,LUMO1,HF,IP,DM,AZV1,AZV2,AZV3,AZV4,AZV5,ASV1,ASV2,ASV3,ASV4,ASV5,DSV1,DSV2,DSV3,DSV4,DSV5,AZS1,AZS2,ASZ1,ASZ2,ASZ3,ASZ4,ASZ5,DN2S1,DN2S2,DN2S3,DN2S4,DN2S5,DN211,DN212,DN213,DN214,DN215,AS11,AS12,AS13,AS14,AS15,DS11,DS12,DS13,DS14,DS15,ASN1,ASN2,ASN3,ASN4,ASN5,DSN1,DSN2,DSN3,DSN4,DSN5,DN2N1,DN2N2,DN2N3,DN2N4,DN2N5,ANS1,ANS2,ANV1,ANV2,ANV3,ANV4,ANV5,AZN1,AZN2,AZN3,AZN4,AZN5,ANZ1,ANZ2,ANZ3,ANZ4,ANZ5,AN11,AN12,AN13,AN14,AN15,DSZ1,DSZ2,DSZ3,DSZ4,DSZ5,ANN1,ANN2,ANN3,ANN4,ANN5,DN2Z1,DN2Z2,DN2Z3,DN2Z4,DN2Z5,SMILES,ACT
23.0000,6.4206,1.8458,4.7536,1.4372,1.1753,1.3955,0.9251,1.3863,1.4637,1.0986,3.8501,3.9512,0.8908,1.3116,1.5300,1.5777,1.5777,1.5777,1.5777,0.2829,0.4806,0.6010,0.6286,0.6286,0.6286,0.6286,1.3750,0.9858,0.5738,0.4370,0.4370,0.4370,0.4370,2.1471,1.7468,1.6222,1.4229,1.1691,0.9825,0.4625,0.5253,0.0000,0.1115,0.0000,0.0000,0.0658,0.8829,1.0427,1.2562,2.0718,1.5684,1.3305,1.0599,0.7798,0.5630,0.2013,0.3457,0.0000,0.0573,0.0000,0.0000,0.0237,0.5664,0.6397,0.7285,1.9766,1.4205,1.1722,0.8887,0.6081,0.4128,0.1328,0.2616,0.0000,0.0334,0.0000,0.0000,0.0237,0.4128,0.4357,0.4681,2.3979,2.3979,2.6391,2.7726,2.8332,2.8904,2.3026,1.6094,0.6931,0.0000,0.0000,1.2167,1.4088,1.3883,1.4151,6.6617,4.8847,4.8379,-8.2672,-9.2429,0.5876,0.6941,-23.9283,8.2672,2.2090,1.2051,0.5144,1.7384,3.7436,1.1175,0.1674,0.0044,0.8289,6.4629,0.1399,0.1574,0.0042,0.7976,6.6312,0.1179,11.2538,13.9195,0.4797,0.0523,1.2149,5.4094,0.4151,6.4534,10.6033,4.3894,0.1446,6.4523,0.0783,0.0007,0.6430,7.1000,0.0782,0.0920,0.0013,0.6636,7.2170,0.0789,0.0870,0.0013,0.6400,7.3836,0.0691,0.6749,0.1216,1.3809,4.9210,0.5992,0.6466,0.1232,1.3441,5.0866,0.5395,0.5957,0.0643,1.3488,4.8048,0.5952,11.2754,12.4709,0.9643,0.2699,1.5959,4.0853,0.9033,2.5841,2.7955,2.4878,2.2688,2.5726,1.8382,1.3525,2.1099,3.0466,1.8278,0.6085,0.0683,1.3589,4.8260,0.6070,0.4587,0.0536,1.1794,5.5940,0.3678,2.2383,2.0874,2.3170,2.5931,2.2353,0.4138,0.0263,1.1817,5.2815,0.4114,COc1cc(N,-1.96
24.0000,7.4574,1.9906,5.6168,1.5596,1.2653,1.5123,1.0936,1.6094,1.5701,1.3863,4.3694,4.5539,0.8442,1.2681,1.4431,1.6440,1.6932,1.6932,1.6932,0.2570,0.4479,0.5394,0.6539,0.6836,0.6836,0.6836,1.4346,1.0886,0.8281,0.2986,0.0834,0.0834,0.0834,2.3556,2.0596,1.9860,1.8605,1.7644,1.6168,1.3279,0.6387,0.0000,0.1756,0.0000,0.0760,0.3177,1.1417,1.5550,1.9057,2.1977,1.7422,1.5221,1.2539,1.0392,0.8140,0.5441,0.3619,0.0000,0.0554,0.0000,0.0286,0.1062,0.5966,0.7706,0.9022,2.1478,1.7140,1.4830,1.2404,1.0289,0.8060,0.5146,0.3148,0.0000,0.0564,0.0000,0.0276,0.1098,0.5676,0.7419,0.8692,2.7081,2.8332,3.1781,3.4965,3.8286,4.0604,4.0943,4.1744,4.2047,3.8501,3.6636,1.0076,1.2717,1.2627,1.2742,7.0821,5.7795,5.0415,-7.9129,-8.1847,0.2801,0.4487,81.7258,7.9129,2.6570,1.5574,0.7474,2.0956,4.0936,1.5047,0.1890,0.0067,0.9390,7.4301,0.1385,0.1153,0.0016,0.8064,7.7966,0.0947,9.5719,16.6331,0.3312,0.0186,1.1643,6.7326,0.2714,5.8750,9.1089,4.2693,0.4869,5.8732,0.0579,0.0003,0.6489,8.2259,0.0579,0.0608,0.0004,0.6347,8.5390,0.0496,0.0571,0.0004,0.6116,8.6948,0.0437,0.6300,0.0833,1.4625,5.9025,0.5374,0.6004,0.0830,1.4244,6.0579,0.4858,0.6068,0.0486,1.4856,5.5903,0.6064,6.9659,11.3096,1.0804,0.2548,1.8192,4.7317,1.0526,3.1931,3.6955,2.9481,2.3808,3.1897,1.8400,1.1065,2.2619,3.7932,1.8361,0.6211,0.0517,1.4976,5.5775,0.6207,0.3146,0.0194,1.1287,6.9019,0.2400,2.5691,2.4335,2.6382,2.9864,2.5682,0.3118,0.0096,1.1824,6.4242,0.3112,Nc1ccc2c,0.60
25.0000,6.7488,1.8880,5.0304,1.4637,1.2137,1.4284,1.0536,1.3863,1.4535,1.0986,3.9703,4.0775,1.0526,1.4570,1.5200,1.5794,1.5794,1.5794,1.5794,0.3757,0.5911,0.6281,0.6637,0.6637,0.6637,0.6637,1.1700,0.5850,0.4154,0.2111,0.2111,0.2111,0.2111,2.2440,1.8098,1.7530,1.5221,1.1616,1.0094,0.6821,0.6785,0.0000,0.2874,0.0000,0.0000,0.0658,1.1398,1.1056,1.3501,2.0910,1.5248,1.3371,1.0494,0.6534,0.4824,0.2523,0.3887,0.0000,0.1142,0.0000,0.0000,0.0237,0.6554,0.5499,0.6259,1.8749,1.3452,1.0986,0.7998,0.4983,0.3322,0.1328,0.2311,0.0000,0.0334,0.0000,0.0000,0.0237,0.3535,0.3045,0.3155,2.4849,2.4849,2.7726,2.8904,2.8904,3.0445,2.7726,2.0794,0.0000,0.0000,0.0000,1.2226,1.4488,1.4107,1.4605,6.1551,5.1477,4.7336,-9.0413,-10.2338,-0.9123,-0.1891,-21.1431,9.0413,6.0490,1.2498,0.5507,1.7923,3.8646,1.1157,0.1583,0.0039,0.8299,6.7421,0.1236,0.1508,0.0040,0.7961,7.0169,0.0977,10.0545,17.7196,0.4533,0.0431,1.2255,5.6007,0.3981,6.3635,10.3275,4.3921,0.1875,6.3627,0.0715,0.0005,0.6433,7.3840,0.0714,0.0839,0.0010,0.6611,7.4794,0.0707,0.0800,0.0011,0.6382,7.6578,0.0615,0.6741,0.1151,1.4127,5.0872,0.5912,0.6505,0.1204,1.3767,5.2646,0.5296,0.5963,0.0588,1.3848,4.9923,0.5958,9.6962,17.0012,0.9716,0.2611,1.6341,4.2442,0.8955,2.7051,2.9373,2.5935,2.2929,2.7009,1.9118,1.4249,2.1884,3.1938,1.8936,0.6156,0.0641,1.4003,5.0032,0.6140,0.4341,0.0453,1.1917,5.7612,0.3563,2.3377,2.1988,2.4103,2.6703,2.3347,0.4029,0.0225,1.2034,5.5464,0.4003,Nc1ccc(c,-2.52
26.0000,7.5053,1.9920,5.6630,1.5560,1.2678,1.5138,1.0445,1.6094,1.3368,1.3863,4.2627,4.4067,0.8390,1.1988,1.3289,1.4800,1.5145,1.5145,1.5145,0.2469,0.4008,0.4644,0.5435,0.5625,0.5625,0.5625,1.4784,1.2194,1.0726,0.8364,0.7673,0.7673,0.7673,2.3948,2.0526,1.9244,1.7760,1.6018,1.4142,0.9365,0.5562,0.0000,0.2215,0.0000,0.0000,0.1544,1.0801,1.4105,1.7572,2.2637,1.7758,1.5326,1.2754,1.0116,0.7669,0.3920,0.3598,0.0000,0.0989,0.0000,0.0000,0.0545,0.6647,0.8118,0.9727,2.1718,1.7015,1.4291,1.1669,0.9103,0.6714,0.3329,0.2708,0.0000,0.0667,0.0000,0.0000,0.0545,0.5194,0.6408,0.7481,2.7081,2.7726,3.0445,3.2958,3.4965,3.6376,3.3673,3.2958,3.2189,2.9444,2.5649,1.0862,1.2834,1.2776,1.2851,7.1865,5.7440,5.1029,-8.2550,-8.4936,0.3133,0.6468,44.7879,8.2550,0.2490,1.5189,0.7028,2.0715,4.0705,1.4550,0.1243,0.0020,0.8260,7.6829,0.0996,0.1187,0.0020,0.7999,7.8714,0.0864,10.4828,18.3317,0.3470,0.0226,1.1752,6.6719,0.2748,6.1568,9.6724,4.4089,0.3668,6.1558,0.0575,0.0002,0.6470,8.1683,0.0574,0.0640,0.0005,0.6421,8.4725,0.0503,0.0619,0.0006,0.6210,8.6602,0.0439,0.6551,0.0996,1.4746,5.8361,0.5434,0.6386,0.1104,1.4400,6.0234,0.4873,0.6032,0.0479,1.4825,5.5329,0.6029,9.8613,17.0857,1.0425,0.2338,1.7923,4.7175,1.0061,3.2087,3.7254,2.9560,2.3079,3.2061,1.8481,1.1202,2.2661,3.7278,1.8438,0.6253,0.0526,1.5011,5.5069,0.6248,0.3386,0.0262,1.1430,6.8734,0.2410,2.5775,2.4502,2.6423,2.9193,2.5765,0.3097,0.0094,1.1796,6.3715,0.3091,Nc1ccccc,-1.52
27.0000,7.6946,2.0169,5.8230,1.5763,1.2975,1.5334,1.1550,1.6094,1.5907,1.6094,4.4427,4.6250,0.8700,1.3339,1.5516,1.6851,1.7133,1.7133,1.7133,0.2585,0.4669,0.5828,0.6601,0.6765,0.6765,0.6765,1.4619,1.0661,0.6836,0.2685,0.1432,0.1432,0.1432,2.4348,2.1086,2.0694,1.9113,1.8088,1.6588,1.4195,0.7807,0.0000,0.1756,0.0000,0.0760,0.3060,1.2476,1.6487,2.0030,2.3195,1.8614,1.7044,1.4334,1.2436,1.0094,0.7566,0.5200,0.0000,0.0770,0.0000,0.0431,0.1398,0.7916,1.0242,1.2000,2.2188,1.7826,1.5964,1.3582,1.1684,0.9310,0.6523,0.4181,0.0000,0.0770,0.0000,0.0431,0.1398,0.7090,0.9333,1.0892,2.7726,2.8904,3.2581,3.5553,3.8918,4.1431,4.2341,4.3175,4.3567,4.1109,3.8918,1.0014,1.1746,1.1691,1.1765,7.2775,5.9926,5.1035,-7.8636,-9.2929,0.1434,0.4727,18.3784,7.8636,2.4920,1.6010,0.7936,2.1425,4.1615,1.5163,0.1119,0.0014,0.8185,7.9143,0.0922,0.1040,0.0013,0.7892,8.0557,0.0802,10.6387,18.5791,0.3037,0.0146,1.1513,6.9845,0.2459,6.1047,9.5002,4.4170,0.4489,6.1030,0.0541,0.0002,0.6489,8.4229,0.0541,0.0548,0.0003,0.6242,8.7860,0.0441,0.0514,0.0003,0.6013,8.9352,0.0389,0.6123,0.0745,1.4717,6.0801,0.5168,0.5829,0.0741,1.4334,6.2290,0.4670,0.6068,0.0455,1.5124,5.7179,0.6065,9.9755,17.2451,1.0800,0.2453,1.8440,4.8487,1.0388,3.3223,3.8933,3.0444,2.3794,3.3176,1.8581,1.0949,2.3016,3.9147,1.8512,0.6261,0.0494,1.5287,5.6990,0.6256,0.2874,0.0149,1.1160,7.1447,0.2180,2.6430,2.5168,2.7074,3.0368,2.6420,0.2957,0.0079,1.1848,6.6252,0.2950,Nc1ccc2-,0.41
28.0000,7.6649,2.0198,5.7900,1.5808,1.2675,1.5371,1.0609,1.7918,1.5907,1.3863,4.4188,4.6052,0.7825,1.1382,1.3403,1.5769,1.6993,1.7270,1.7270,0.2247,0.3723,0.4700,0.5972,0.6683,0.6851,0.6851,1.5072,1.2751,1.0581,0.6206,0.2078,0.0742,0.0742,2.4205,2.1235,2.0178,1.9266,1.8117,1.6686,1.3507,0.5939,0.0000,0.2429,0.0000,0.0000,0.1881,1.2036,1.6192,2.0267,2.2599,1.8004,1.5480,1.3169,1.0815,0.8484,0.5533,0.3329,0.0000,0.0871,0.0000,0.0000,0.0611,0.6534,0.8338,1.0058,2.2272,1.7953,1.5537,1.3403,1.1200,0.9002,0.5856,0.3243,0.0000,0.0862,0.0000,0.0000,0.0705,0.6560,0.8527,1.0396,2.7726,2.8904,3.2189,3.5553,3.8501,4.1109,4.1109,4.1897,4.2195,4.2195,3.8286,1.0163,1.2823,1.2801,1.2829,7.2270,5.9071,5.0968,-7.8629,-8.6272,-0.4079,-0.1538,73.6513,7.8629,1.6540,1.6148,0.7719,2.1615,4.1486,1.5750,0.1189,0.0016,0.8376,7.9090,0.0995,0.1125,0.0016,0.8129,8.0595,0.0890,10.7462,18.7900,0.3211,0.0175,1.1689,6.9626,0.2550,6.1070,9.5038,4.4182,0.4485,6.1058,0.0544,0.0002,0.6501,8.4197,0.0544,0.0589,0.0004,0.6398,8.7545,0.0468,0.0566,0.0004,0.6188,8.9320,0.0412,0.6475,0.0892,1.4975,6.0487,0.5416,0.6275,0.0956,1.4629,6.2258,0.4888,0.6091,0.0459,1.5144,5.7147,0.6089,10.0633,17.4198,1.0827,0.2395,1.8507,4.8604,1.0580,3.3362,3.9177,3.0517,2.3624,3.3334,1.8377,1.0547,2.2920,3.9163,1.8354,0.6258,0.0493,1.5285,5.6947,0.6255,0.3112,0.0196,1.1367,7.1564,0.2246,2.6424,2.5149,2.7072,3.0327,2.6418,0.2920,0.0077,1.1801,6.6263,0.2917,Nc1cccc2,2.38
29.0000,6.0469,1.7953,4.4427,1.3972,1.1436,1.3538,0.9282,1.6094,1.4279,1.0986,3.7612,3.8501,0.7971,1.2113,1.3885,1.4693,1.5573,1.5573,1.5573,0.2484,0.4357,0.5283,0.5732,0.6243,0.6243,0.6243,1.4117,1.0865,0.8385,0.6806,0.4543,0.4543,0.4543,2.0609,1.6483,1.5837,1.3507,1.0357,0.8467,0.4081,0.5653,0.0000,0.1544,0.0000,0.0000,0.0658,0.9075,0.9392,1.1236,1.9785,1.4441,1.2776,0.9791,0.6371,0.4466,0.1706,0.3750,0.0000,0.0797,0.0000,0.0000,0.0237,0.5822,0.5377,0.6092,1.9182,1.3930,1.2119,0.8899,0.5653,0.4220,0.1380,0.3322,0.0000,0.0469,0.0000,0.0000,0.0237,0.4719,0.4220,0.4941,2.3026,2.3026,2.5649,2.6391,2.6391,2.7081,2.0794,0.6931,0.0000,0.0000,0.0000,1.2078,1.4284,1.4231,1.4298,6.5298,4.6032,4.7774,-8.0706,-9.1297,0.7308,1.0222,13.4666,8.0706,1.6700,1.1403,0.4936,1.6518,3.6145,1.0366,0.1962,0.0073,0.8444,6.0489,0.1608,0.1875,0.0077,0.8114,6.2551,0.1304,10.3006,18.4244,0.5203,0.0679,1.2198,5.0187,0.4637,6.5538,10.9093,4.3871,0.1080,6.5528,0.0866,0.0009,0.6429,6.7851,0.0865,0.1068,0.0019,0.6770,6.8171,0.0923,0.1023,0.0021,0.6546,6.9775,0.0810,0.7003,0.1458,1.3620,4.6286,0.6259,0.6777,0.1546,1.3279,4.7877,0.5648,0.5954,0.0711,1.3099,4.5969,0.5950,10.0189,17.8503,0.9486,0.2913,1.5397,3.8926,0.8748,2.4085,2.5344,2.3530,2.2579,2.3988,1.7996,1.3572,2.0444,2.8946,1.7920,0.6012,0.0735,1.3138,4.6440,0.5989,0.5012,0.0714,1.1879,5.1726,0.4171,2.1304,1.9705,2.2149,2.5209,2.1260,0.4396,0.0334,1.1719,4.9936,0.4389,Cc1ccc(C,-2.40
30.0000,7.9653,2.0424,6.0638,1.5929,1.3145,1.5554,1.1641,1.6094,1.5315,1.3863,4.3944,4.5326,0.9609,1.2876,1.4556,1.6206,1.6561,1.6561,1.6561,0.2949,0.4434,0.5300,0.6222,0.6429,0.6429,0.6429,1.4076,1.1240,0.8813,0.4971,0.3798,0.3798,0.3798,2.5292,2.1613,2.0638,1.8558,1.6705,1.5202,1.1214,0.7232,0.0000,0.2311,0.0000,0.0000,0.1544,1.1918,1.4752,1.8347,2.3495,1.8334,1.5939,1.2829,1.0032,0.7875,0.4612,0.4048,0.0000,0.0723,0.0000,0.0000,0.0545,0.6397,0.7367,0.8738,2.2471,1.7537,1.4807,1.2006,0.9322,0.7110,0.3887,0.3031,0.0000,0.0516,0.0000,0.0000,0.0545,0.5283,0.6297,0.7352,2.8332,2.8904,3.1781,3.4012,3.6109,3.8067,3.6636,3.6376,3.5553,3.2958,2.9444,1.0798,1.2798,1.2616,1.2854,7.2536,6.1020,5.1305,-8.6482,-9.8319,-0.8353,-0.2138,54.3725,8.6482,3.5100,1.6010,0.7580,2.1706,4.2212,1.5139,0.0949,0.0009,0.7849,8.1814,0.0755,0.0888,0.0009,0.7568,8.3652,0.0647,10.9443,19.1240,0.2707,0.0104,1.1315,7.1247,0.2229,6.0425,9.3110,4.4180,0.4975,6.0407,0.0505,0.0002,0.6470,8.5591,0.0504,0.0478,0.0002,0.6073,8.9650,0.0386,0.0450,0.0002,0.5853,9.1293,0.0340,0.5788,0.0607,1.4684,6.1944,0.4887,0.5517,0.0601,1.4309,6.3583,0.4400,0.6032,0.0420,1.5345,5.7893,0.6028,10.2246,17.6787,1.0479,0.2146,1.8490,4.9564,1.0026,3.4440,4.0758,3.1354,2.3222,3.4397,1.8952,1.1128,2.3501,3.9424,1.8868,0.6335,0.0478,1.5604,5.7478,0.6331,0.2563,0.0105,1.0979,7.2889,0.1980,2.7179,2.6054,2.7752,3.0220,2.7170,0.2845,0.0068,1.1911,6.7440,0.2829,Nc1ccc(c,-0.92
31.0000,6.0469,1.7953,4.4427,1.3972,1.1436,1.3538,0.9282,1.3863,1.4279,1.0986,3.7612,3.8501,0.9135,1.3694,1.5107,1.5676,1.5676,1.5676,1.5676,0.3060,0.5324,0.6136,0.6471,0.6471,0.6471,0.6471,1.3021,0.8051,0.4941,0.3185,0.3185,0.3185,0.3185,2.0609,1.6483,1.5837,1.3507,1.0357,0.8467,0.4081,0.5653,0.0000,0.1544,0.0000,0.0000,0.0658,0.9075,0.9392,1.1236,1.9785,1.4441,1.2776,0.9791,0.6371,0.4466,0.1706,0.3750,0.0000,0.0797,0.0000,0.0000,0.0237,0.5822,0.5377,0.6092,1.8337,1.3218,1.1191,0.7807,0.5152,0.3286,0.1142,0.2738,0.0000,0.0218,0.0000,0.0000,0.0237,0.3492,0.3379,0.3443,2.3026,2.3026,2.5649,2.6391,2.6391,2.7081,2.0794,0.6931,0.0000,0.0000,0.0000,1.2078,1.4284,1.4142,1.4327,6.2769,4.5931,4.7068,-8.2762,-9.2652,0.4974,0.5644,-30.6883,8.2762,1.3080,1.1329,0.4924,1.6438,3.6345,1.0162,0.1962,0.0073,0.8444,6.0489,0.1608,0.1875,0.0077,0.8114,6.2551,0.1304,10.4144,18.6477,0.5298,0.0696,1.2298,5.0022,0.4757,6.5538,10.9093,4.3871,0.1080,6.5528,0.0866,0.0009,0.6429,6.7851,0.0865,0.1068,0.0019,0.6770,6.8171,0.0923,0.1023,0.0021,0.6546,6.9775,0.0810,0.7003,0.1458,1.3620,4.6286,0.6259,0.6777,0.1546,1.3279,4.7877,0.5648,0.5954,0.0711,1.3099,4.5969,0.5950,10.1508,18.1141,0.9486,0.2913,1.5397,3.8926,0.8748,2.3812,2.4752,2.3399,2.2650,2.3738,1.8329,1.4332,2.0595,2.8869,1.8169,0.6012,0.0735,1.3138,4.6440,0.5989,0.5079,0.0710,1.1982,5.1500,0.4312,2.1304,1.9705,2.2149,2.5209,2.1260,0.4518,0.0361,1.1828,4.9851,0.4495,Cc1ccc(O,-2.10
32.0000,7.7091,2.0166,5.8377,1.5808,1.3054,1.5323,1.1550,2.1972,1.5907,1.9459,4.4188,4.5850,0.8780,1.2375,1.3825,1.5628,1.6263,1.6425,1.6586,0.2677,0.4279,0.5014,0.6005,0.6371,0.6466,0.6560,1.4301,1.1436,0.9555,0.5950,0.4055,0.3485,0.2874,2.4205,2.1194,2.0430,1.8991,1.7652,1.6724,1.3501,0.6704,0.0000,0.1544,0.0000,0.0000,0.1881,1.1468,1.4754,1.8693,2.2599,1.7971,1.5717,1.2856,1.0399,0.8519,0.5510,0.3805,0.0000,0.0478,0.0000,0.0000,0.0611,0.5999,0.7203,0.8796,2.1987,1.7489,1.4951,1.2128,0.9696,0.7747,0.4669,0.3031,0.0000,0.0325,0.0000,0.0000,0.0620,0.4953,0.6054,0.7324,2.7726,2.8904,3.2189,3.4965,3.7842,4.0943,4.0943,4.1744,4.2767,4.2767,3.8501,0.9832,1.2456,1.2305,1.2499,7.1218,5.9582,5.0582,-8.4878,-9.2003,-1.1501,-0.4390,91.2548,8.4878,1.8580,1.6030,0.7764,2.1505,4.1665,1.5475,0.1099,0.0013,0.8154,7.9523,0.0926,0.1020,0.0012,0.7879,8.0793,0.0827,10.0743,19.1912,0.3015,0.0145,1.1473,6.9996,0.2428,6.1029,9.4966,4.4161,0.4503,6.1012,0.0540,0.0002,0.6483,8.4280,0.0540,0.0542,0.0003,0.6210,8.8121,0.0435,0.0508,0.0003,0.5979,8.9689,0.0383,0.6071,0.0737,1.4664,6.1062,0.5106,0.5780,0.0735,1.4278,6.2626,0.4606,0.6056,0.0452,1.5114,5.7230,0.6053,10.8898,17.6889,1.0824,0.2409,1.8497,4.8571,1.0554,3.3215,3.8889,3.0443,2.3760,3.3181,1.8565,1.0872,2.3015,3.9017,1.8521,0.6259,0.0493,1.5286,5.6952,0.6255,0.2859,0.0150,1.1118,7.1695,0.2144,2.6425,2.5152,2.7072,3.0332,2.6417,0.2957,0.0079,1.1847,6.6185,0.2948,Nc1ccc2n,0.55
33.0000,7.6325,1.9839,5.7991,1.5613,1.3527,1.5016,1.1851,1.6094,1.4436,1.3863,4.2341,4.3307,0.8759,1.1638,1.3223,1.5204,1.5941,1.5941,1.5941,0.2639,0.3880,0.4656,0.5710,0.6125,0.6125,0.6125,1.4453,1.2361,1.0616,0.7275,0.5423,0.5423,0.5423,2.3798,2.0596,1.9266,1.7096,1.4949,1.3671,0.8932,0.5289,0.0000,0.0000,0.0000,0.0000,0.1697,0.7980,0.9639,1.1906,2.2410,1.7815,1.5364,1.2155,0.9310,0.7509,0.4041,0.3379,0.0000,0.0000,0.0000,0.0000,0.0583,0.4587,0.5002,0.5789,2.2511,1.8318,1.6353,1.3545,1.0979,0.9075,0.5625,0.4081,0.0000,0.0000,0.0000,0.0000,0.0583,0.5805,0.6673,0.7566,2.7081,2.7726,2.9957,3.1355,3.2958,3.4965,3.2189,3.2189,3.2189,3.0445,2.8332,0.9877,1.1490,1.1356,1.1468,7.2406,5.9087,5.1293,-7.7526,-9.0039,0.0546,0.4124,51.3514,7.7526,2.8730,1.5049,0.7022,2.0596,4.1388,1.4268,0.1048,0.0013,0.7817,7.8072,0.0874,0.0964,0.0011,0.7521,7.9585,0.0770,10.3506,18.9972,0.3172,0.0166,1.1426,6.7506,0.2520,6.1387,9.6373,4.3997,0.3735,6.1370,0.0561,0.0002,0.6411,8.1956,0.0560,0.0529,0.0003,0.6019,8.5850,0.0431,0.0491,0.0003,0.5771,8.7606,0.0375,0.5660,0.0633,1.4083,5.9484,0.4805,0.5335,0.0610,1.3665,6.1236,0.4287,0.5922,0.0457,1.4730,5.5601,0.5917,10.9229,17.6184,1.0448,0.2307,1.7973,4.7227,1.0205,3.1811,3.6935,2.9380,2.3551,3.1577,1.9328,1.3897,2.2968,3.6990,1.8815,0.6251,0.0525,1.5010,5.5030,0.6247,0.2970,0.0160,1.1026,6.9551,0.2186,2.5770,2.4487,2.6422,2.9155,2.5762,0.3321,0.0136,1.1957,6.3693,0.3146,Nc1ccc(S,0.31
34.0000,7.2913,1.9616,5.4848,1.5162,1.2346,1.4900,1.0389,1.6094,1.4800,1.3863,4.1431,4.2627,1.0835,1.3517,1.4443,1.5291,1.5763,1.5763,1.5763,0.3846,0.5230,0.5749,0.6243,0.6523,0.6523,0.6523,1.1678,0.8355,0.6580,0.4421,0.2874,0.2874,0.2874,2.3986,1.9488,1.9024,1.6288,1.3676,1.1253,0.8998,0.7907,0.0000,0.3358,0.0000,0.0000,0.0658,1.2525,1.3977,1.6247,2.1922,1.5994,1.3987,1.0644,0.7585,0.5104,0.3112,0.4101,0.0000,0.1017,0.0000,0.0000,0.0237,0.6376,0.6611,0.7071,1.9929,1.4360,1.1808,0.8846,0.5900,0.3914,0.1773,0.2601,0.0000,0.0440,0.0000,0.0000,0.0237,0.4167,0.4095,0.4292,2.6391,2.6391,2.9444,3.0910,3.1781,3.2958,3.1781,2.6391,1.9459,0.0000,0.0000,1.2602,1.4895,1.4410,1.5045,6.3023,5.5804,4.8138,-9.9176,-11.3599,-1.4700,-1.2378,25.4573,9.9176,7.2420,1.3597,0.6107,1.9261,4.0394,1.2181,0.1372,0.0026,0.8260,7.2988,0.1010,0.1315,0.0027,0.7938,7.5673,0.0801,10.5649,18.7225,0.3986,0.0289,1.2225,6.1230,0.3396,6.2152,9.8628,4.4013,0.2885,6.2146,0.0613,0.0003,0.6452,7.8766,0.0613,0.0716,0.0007,0.6562,8.0294,0.0578,0.0689,0.0007,0.6345,8.2033,0.0504,0.6754,0.1072,1.4688,5.4684,0.5732,0.6558,0.1154,1.4339,5.6416,0.5143,0.5999,0.0508,1.4512,5.3162,0.5995,10.9480,17.5796,0.9884,0.2370,1.7123,4.5430,0.9099,3.0079,3.3936,2.8212,2.3084,3.0031,1.9450,1.3520,2.2811,3.4686,1.9297,0.6261,0.0569,1.4728,5.3076,0.6249,0.3839,0.0313,1.1906,6.2778,0.3043,2.5107,2.3881,2.5741,2.8004,2.5084,0.3581,0.0144,1.2125,6.0184,0.3560,Nc1ccc(c,-2.00
